Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
PYPL,"PayPal Holdings, Inc.",Financials,Credit Services,NASDAQ,USD,12/31/24,7/6/15,10.9,44.23,920664542,972532944,40721,1.2276,1.2807,7.7816,9.8194,33172,5233,3.71,33172,5233,7696,31797,4147,6743,29771,4246,6830,27518,2419,4987,25371,4169,,21454,4202,,7.82,4.32,15.78,6.81,13.04,8.19,14.26,8.46,8.79,18.26,16.43,,19.59,23.2,21.21,22.94,18.12,5564,16.77,6767,21.28,4220,14.17,5107,18.56,441,517,-76,-0.23,382,662,-280,-0.88,347,480,-133,-0.45,304,174,130,0.47,4262,12.85,4148,13.05,3868,12.99,4356,15.83,80173,8049,,9987,,59917,,,0.2426,0.1004,0.1246,3.958,2.958,12.46,81611,6561,61092,9879,3318,61194,0.0407,0.1043,0.2063,0.0804,0.121,3.9972,2.9972,12.1,82166,9081,62569,9676,595,61115,0.0072,0.02,0.305,0.1105,0.1178,3.9032,2.9032,11.78,78624,7776,57424,10417,2641,58350,0.0336,0.096,0.2826,0.0989,0.1325,3.8781,2.8781,13.25
PZZA,"Papa John's International, Inc.",Consumer Discretionary,Restaurants,NASDAQ,USD,12/31/24,6/8/93,33.0,33.4,32891091,32709297,1099,0.5353,0.5338,36.6333,13.241,2053,30,-6.14,2054,31,181,2059,83,226,2135,82,211,2102,67,161,2068,120,,1813,57,,-0.15,-0.24,1.51,-3.56,4.03,1.57,3.84,1.64,3.19,14.07,5.8,,3.14,8.81,10.98,9.88,7.66,52,2.53,34,1.65,116,5.43,39,1.86,41,,41,2.0,42,,42,2.04,43,,43,2.01,25,,25,1.19,249,12.12,204,9.91,201,9.41,215,10.23,838,35,,936,,1270,,,0.017,0.0418,1.1169,-1.9398,-2.9398,111.69,889,38,231,971,933,1302,1.0495,0.4531,0.0185,0.0427,1.0922,-2.1525,-3.1525,109.22,875,41,231,966,925,1318,1.0571,0.4333,0.0192,0.0469,1.104,-1.9752,-2.9752,110.4,864,47,251,807,760,1134,0.8796,0.3616,0.0224,0.0544,0.934,-3.2,-4.2,93.4
Q,"Qnity Electronics, Inc.",Technology,Semiconductor Equipment,NYSE,USD,,,,156.93,209441577,,32868,6.9138,7.582,57.1617,47.4286,4754,575,8.08,4754,692,1403,4335,693,1295,4035,507,1035,4755,774,1448,,,,,,,,9.67,14.56,7.43,15.99,-15.14,12.57,,16.28,,,,,29.51,29.87,25.65,30.45,988,20.78,861,19.86,651,16.13,951,20.0,65,,65,1.37,0,,0,0.0,0,,0,0.0,,,,,620,13.04,603,13.91,533,13.21,518,10.89,14070,915,,4027,,6704,,,0.1925,0.065,0.2862,1.9101,0.9101,28.62,12273,166,,,,1377,,,0.0383,0.0135,,1.1264,0.1264,,12516,139,,,,1332,,,0.0344,0.0111,,1.1191,0.1191,,,,,,,,,,,,,,,
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,NYSE,USD,12/31/24,12/11/20,5.5,29.4,287824000,291351011,8462,352.5833,940.2222,-23.8366,-58.7639,24,-355,19.05,25,-355,-349,9,-144,-138,8,-82,-80,7,-53,-49,6,-41,,,-22,,14.47,177.78,-1420.0,12.5,-1600.0,14.29,-1025.0,16.67,-757.14,,-683.33,,,-1396.0,-1533.33,-1000.0,-700.0,-76,-304.0,-45,-500.0,-61,-762.5,-46,-657.14,4,24,-20,-80.0,3,,3,33.33,0,,,,2,5,-3,-42.86,70,280.0,47,522.22,47,587.5,31,442.86,916,635,,43,,64,,,25.4,0.6932,0.0469,1.0751,0.0751,4.69,200,178,185,38,-140,137,-0.7,-15.5556,19.7778,0.89,0.19,3.1746,2.1746,19.0,59,41,47,73,31,84,0.5254,3.875,5.125,0.6949,1.2373,-2.36,-3.36,123.73,27,7,14,42,35,56,1.2963,5.0,1.0,0.2593,1.5556,-0.931,-1.931,155.56
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,NASDAQ,USD,9/30/24,12/13/91,34.4,238.16,1067000000,1097999992,254117,5.6638,6.5222,47.3657,25.0559,44867,5365,5.0,44284,5541,14929,38962,10142,12739,35820,7232,9946,44200,12936,17250,33570,9043,,23530,5198,,5.09,13.66,12.51,8.77,26.03,-18.96,20.19,31.67,29.27,42.67,26.94,,22.09,33.71,32.7,27.77,39.03,12820,28.95,11161,28.65,9849,27.5,6834,15.46,664,639,25,0.06,697,675,22,0.06,694,313,381,1.06,490,91,399,0.9,3110,7.02,2759,7.08,2483,6.93,2570,5.81,50143,5520,,14811,,28937,,,0.1246,0.1101,0.2954,2.3646,1.3646,29.54,55154,7849,25231,14634,6785,28880,0.123,0.1741,0.2015,0.1423,0.2653,2.0992,1.0992,26.53,51040,8450,22464,15398,6948,29459,0.1361,0.194,0.2359,0.1656,0.3017,2.365,1.365,30.17,49014,2773,20724,15482,12709,31001,0.2593,0.2875,0.0627,0.0566,0.3159,2.721,1.721,31.59
QCRH,"QCR Holdings, Inc.",Financials,Banks - Regional,NASDAQ,USD,12/31/24,10/6/93,32.6,90.88,16730722,16920400,1520,4.2222,4.5104,11.9685,13.4513,360,127,17.48,360,127,,337,113,,343,113,,304,99,,272,98,,275,60,,7.4,6.82,35.28,-1.75,33.53,12.83,32.94,11.76,32.57,-1.09,36.03,,21.82,,,,,354,98.33,400,118.69,361,105.25,85,27.96,234,489,-255,-70.83,250,481,-231,-68.55,192,413,-221,-64.43,61,292,-231,-75.99,143,39.72,142,42.14,149,43.44,126,41.45,9575,203,,636,,8463,,,0.5639,0.0212,0.0664,8.6106,7.6106,6.64,9026,235,,568,333,8029,0.0369,0.9881,0.6973,0.026,0.0629,9.0532,8.0532,6.29,8539,202,,717,515,7652,0.0603,1.5015,0.5889,0.0237,0.084,9.6268,8.6268,8.4,7949,127,,696,569,7176,0.0716,1.8717,0.4178,0.016,0.0876,10.2833,9.2833,8.76
QD,Qudian Inc.,Financials,Credit Services,,CNY,12/31/23,10/18/17,8.6,2.77,101635000,165126000,282,14.8421,9.7241,3.863,23.5,19,73,-93.46,,,,29,12,29,17,5,20,85,-53,-30,256,91,,,138,,-51.61,,,70.59,41.38,-80.0,29.41,-66.8,-62.35,,35.55,,,,100.0,117.65,-35.29,,,-59,-203.45,-30,-176.47,-1,-1.18,,,,,,,,,0,15,-15,-88.24,0,9,-9,-10.59,,,,,39,229.41,83,97.65,,,,,,,,,,,,,,,1722,589,,109,-480,162,-0.2787,-16.5517,20.3103,0.342,0.0633,1.1038,0.1038,6.33,1771,1022,1441,10,-1012,113,-0.5714,-59.5294,60.1176,0.5771,0.0056,1.0682,0.0682,0.56,1894,518,1643,23,-495,105,-0.2614,-5.8235,6.0941,0.2735,0.0121,1.0587,0.0587,1.21
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,NASDAQ,USD,12/31/24,2/1/91,35.3,11.86,68081767,67454602,807,0.2956,0.2901,-0.7135,-0.3933,2730,-1131,2.23,2730,-1132,-483,2782,-2052,-1489,2997,-10,607,3266,548,1094,1699,704,,1662,810,,17.87,-1.87,-41.47,-7.17,-73.76,-8.24,-0.33,92.23,16.78,2.23,41.44,,48.74,-17.69,-53.52,20.25,33.5,-83,-3.04,-112,-4.03,70,2.34,744,22.78,183,2,181,6.63,188,2,185,6.65,178,5,173,5.77,74,1,73,2.24,746,27.33,766,27.53,763,25.46,621,19.01,5769,170,,2834,,3849,,,0.0623,0.0295,0.4912,3.0047,2.0047,49.12,6424,98,1219,2681,2583,3439,0.4021,0.9285,0.0352,0.0153,0.4173,2.1521,1.1521,41.73,8563,119,1311,2614,2495,3557,0.2914,0.8325,0.0397,0.0139,0.3053,1.7105,0.7105,30.53,8856,293,1575,2849,2556,3921,0.2886,0.7826,0.0897,0.0331,0.3217,1.7945,0.7945,32.17
QFIN,"Qifu Technology, Inc.",Financials,Credit Services,NASDAQ,CNY,12/31/24,12/14/18,7.4,11.65,121911950,140315004,1420,0.622,0.7327,1.4823,1.6416,2283,958,21.44,,,,1938,865,,1901,607,,2072,597,,2214,896,,1687,506,,-4.34,,,1.95,44.63,-8.25,31.93,-6.41,28.81,31.24,40.47,,29.99,,,,,,,1269,65.48,997,52.45,876,42.28,,,,,,949,,,,755,,,,545,,,,,300,15.48,334,17.57,389,18.77,,,,,,,,,,,,,,,6648,615,,193,-422,3299,-0.0635,-0.2178,0.3173,0.0925,0.029,1.9851,0.9851,2.9,6499,593,,117,-475,3377,-0.0731,-0.2499,0.3119,0.0912,0.018,2.0817,1.0817,1.8,5995,1065,,27,-1038,3182,-0.1731,-0.501,0.514,0.1776,0.0045,2.1312,1.1312,0.45
QGEN,Qiagen N.V.,Healthcare,Diagnostics,NYSE,USD,12/31/24,6/28/96,29.9,35.17,216116000,216115995,7601,3.6368,3.8428,17.9269,90.4881,2090,424,3.69,2090,425,717,1978,84,368,1965,341,688,2141,423,779,2251,512,,1870,359,,-4.22,5.66,20.33,0.66,4.25,-8.22,17.35,-4.89,19.76,20.37,22.75,,19.2,34.31,18.6,35.01,36.38,447,21.39,502,25.38,297,15.11,566,26.44,33,64,-31,-1.48,43,68,-24,-1.21,53,79,-25,-1.27,58,32,25,1.17,584,27.94,564,28.51,579,29.47,603,28.16,6281,839,,1812,,2503,,,0.4014,0.1336,0.2885,1.6625,0.6625,28.85,5690,664,1960,1513,752,2122,0.1322,0.3802,0.3357,0.1167,0.2659,1.5947,0.5947,26.59,6115,668,2148,1532,864,2307,0.1413,0.4397,0.3399,0.1092,0.2505,1.6058,0.6058,25.05,6288,731,2394,1884,1153,2821,0.1834,0.5385,0.3414,0.1163,0.2996,1.8137,0.8137,29.96
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,NASDAQ,USD,12/31/24,9/28/12,13.7,102.37,35675926,36353700,3652,5.4589,6.0165,18.4444,21.1098,669,198,10.11,669,198,236,607,173,205,554,151,190,489,108,165,411,71,,363,91,,13.88,10.21,29.6,9.57,28.5,13.29,27.26,18.98,22.09,13.22,17.27,,25.07,35.28,33.77,34.3,33.74,304,45.44,231,38.06,235,42.42,174,35.58,,25,,,,25,,,,16,,,0,5,-5,-1.02,215,32.14,197,32.45,173,31.23,155,31.7,1095,250,,52,,534,,,0.3737,0.2283,0.0475,1.9519,0.9519,4.75,974,232,586,47,-185,496,-0.1899,-0.3048,0.3822,0.2382,0.0483,2.0377,1.0377,4.83,813,204,600,29,-175,444,-0.2153,-0.3159,0.3682,0.2509,0.0357,2.2033,1.2033,3.57,701,174,473,42,-132,412,-0.1883,-0.2699,0.3558,0.2482,0.0599,2.4256,1.4256,5.99
QMMM,QMMM Holdings Limited,Communications,Advertising Agencies,NASDAQ,USD,,,,119.4,48951842,,5845,,1948.3333,,-2922.5,,,,,,,3,-2,-1,3,-1,-1,3,1,1,4,1,1,,,,-9.14,,,0.0,-66.67,0.0,-33.33,-25.0,33.33,,25.0,,,,-33.33,-33.33,33.33,,,-6,-200.0,-1,-33.33,1,33.33,,,,,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,2,66.67,2,66.67,0,0.0,,,,,,,,,,,,,,,6,0,,0,,1,,,0.0,0.0,0.0,1.2,0.2,0.0,1,0,,0,,2,,,0.0,0.0,0.0,-1.0,-2.0,0.0,1,0,,0,,1,,,0.0,0.0,0.0,,,0.0
QNST,"QuinStreet, Inc.",Communications,Ad Agency,NASDAQ,USD,6/30/24,2/11/10,16.3,12.29,56993939,56468597,700,0.6335,1.1419,11.2903,-22.5806,1105,62,1.86,1094,5,31,613,-31,-5,580,-68,-1,582,-5,12,578,23,,,0,,1.98,78.47,0.46,5.69,-5.06,-0.34,-11.72,0.69,-0.86,,3.98,,,2.83,-0.82,-0.17,2.06,74,6.76,-4,-0.65,-3,-0.52,21,3.61,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,1,0.17,71,6.49,44,7.18,40,6.9,36,6.19,431,101,,10,,187,,,0.0923,0.2343,0.0232,1.7664,0.7664,2.32,369,51,169,11,-40,152,-0.1084,-0.0653,0.0832,0.1382,0.0298,1.7005,0.7005,2.98,337,74,151,5,-69,107,-0.2047,-0.119,0.1276,0.2196,0.0148,1.4652,0.4652,1.48,420,96,183,4,-93,134,-0.2214,-0.1598,0.1649,0.2286,0.0095,1.4685,0.4685,0.95
QQQ,Invesco QQQ Trust,ETF,Nasdaq,NASDAQ,USD,12/31/25,3/10/99,27.2,717.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QRVO,"Qorvo, Inc.",Technology,Semiconductors,NASDAQ,USD,3/31/24,1/2/15,11.4,106.43,92705679,93396801,9867,2.6389,2.6179,29.0206,-140.9571,3739,340,8.36,3719,56,441,3769,-70,463,3569,103,531,4645,1033,1605,4015,733,,0,,,-2.09,-1.33,1.51,5.6,-1.86,-23.16,2.89,15.69,22.24,,18.26,,,11.86,12.28,14.88,34.55,485,13.04,706,18.73,684,19.17,835,17.98,78,,78,2.1,69,,69,1.83,68,,68,1.91,63,,63,1.36,404,10.86,389,10.32,358,10.03,349,7.51,5933,1021,,1549,,2541,,,0.2745,0.1721,0.2611,1.7491,0.7491,26.11,6555,1029,2446,1988,959,2998,0.1463,0.2544,0.273,0.157,0.3033,1.8428,0.8428,30.33,6692,809,2030,2048,1240,2789,0.1853,0.3474,0.2267,0.1209,0.306,1.7146,0.7146,30.6,7509,973,2450,2047,1075,2956,0.1432,0.2314,0.2095,0.1296,0.2726,1.6492,0.6492,27.26
QS,QuantumScape Corporation,Consumer Discretionary,Auto Parts,NASDAQ,USD,12/31/24,8/17/20,5.8,8.2,515684992,558926019,4229,,,-9.1339,-8.8658,,-463,,0,-435,-358,0,-477,-409,0,-445,-393,0,-411,-373,0,-46,,,-1681,,,,,,,,,,,,,,,,,,,-279,,-336,,-324,,-376,,2,39,-37,,2,46,-43,,2,36,-34,,2,10,-8,,97,,142,,131,,123,,1308,231,,71,,139,,,,0.1766,0.0543,1.1189,0.1189,5.43,1322,141,922,94,-47,165,-0.0356,,,0.1067,0.0711,1.1426,0.1426,7.11,1502,143,1084,101,-42,162,-0.028,,,0.0952,0.0672,1.1209,0.1209,6.72,1475,235,1072,105,-130,156,-0.0881,,,0.1593,0.0712,1.1183,0.1183,7.12
QSR,Restaurant Brands International Inc.,Consumer Discretionary,Restaurants,NYSE,USD,12/31/24,12/11/14,11.5,75.38,327643008,453308999,24698,2.618,2.9381,31.8273,24.19,9434,776,7.4,9434,776,2507,8406,1021,2664,7022,1190,2239,6505,1008,2067,5739,838,,4968,486,,13.57,12.23,8.23,19.71,12.15,7.95,16.95,13.35,15.5,15.52,14.6,,9.78,26.57,31.69,31.89,31.78,1449,15.36,1302,15.49,1203,17.13,1390,21.37,522,31,491,5.2,591,39,552,6.57,595,40,555,7.9,512,7,505,7.76,690,7.31,691,8.22,647,9.21,561,8.62,25615,1163,,15704,,20456,,,0.1233,0.0454,0.6131,4.9651,3.9651,61.31,24632,1334,2282,15956,14622,19789,0.5936,1.7395,0.1587,0.0542,0.6478,5.0861,4.0861,64.78,23391,1139,2173,14515,13376,18661,0.5718,1.9049,0.1622,0.0487,0.6205,4.9452,3.9452,62.05,22746,1178,2048,14491,13313,18478,0.5853,2.0466,0.1811,0.0518,0.6371,5.3294,4.3294,63.71
QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,NYSE,USD,12/31/24,3/20/14,12.2,46.12,62303800,62303798,2873,3.6184,4.1279,55.25,-73.6667,794,52,13.75,795,52,114,696,-39,43,624,-65,15,565,-109,-37,498,-112,,402,-137,,11.8,14.22,6.54,11.54,-5.6,10.44,-10.42,13.45,-19.29,23.88,-22.49,,-34.08,14.34,6.18,2.4,-6.55,173,21.76,107,15.37,40,6.41,7,1.24,5,20,-15,-1.89,4,16,-11,-1.58,5,10,-4,-0.64,6,5,1,0.18,231,29.06,228,32.76,219,35.1,198,35.04,1276,368,,347,,614,,,0.4629,0.2884,0.2719,1.9275,0.9275,27.19,1295,359,559,543,184,777,0.1421,0.2644,0.5158,0.2772,0.4193,2.5,1.5,41.93,1201,230,428,549,319,753,0.2656,0.5112,0.3686,0.1915,0.4571,2.6808,1.6808,45.71,1350,200,531,733,534,931,0.3956,0.9451,0.354,0.1481,0.543,3.222,2.222,54.3
QUAD,"Quad/Graphics, Inc.",Industrials,Specialty Business Services,NYSE,USD,12/31/24,7/6/10,15.9,7.21,37099500,50361499,267,0.1104,0.0999,9.8889,-5.2353,2419,27,-10.98,2420,27,162,2672,-51,122,2957,-55,156,3217,9,207,2960,37,,,-128,,-3.35,-9.43,1.12,-9.64,-1.91,-8.08,-1.86,8.68,0.28,,1.25,,,6.69,4.57,5.28,6.43,51,2.11,56,2.1,77,2.6,94,2.92,50,,50,2.07,64,,64,2.4,70,,70,2.37,48,,48,1.49,326,13.47,356,13.32,344,11.63,358,11.13,1253,63,,444,,1124,,,0.026,0.0503,0.3543,9.7132,8.7132,35.43,1299,29,534,465,435,1249,0.3349,0.1628,0.0109,0.0223,0.358,25.98,24.98,35.8,1510,53,588,625,572,1390,0.3788,0.1934,0.0179,0.0351,0.4139,12.5833,11.5833,41.39,1702,25,705,685,660,1529,0.3878,0.2052,0.0078,0.0147,0.4025,9.8382,8.8382,40.25
QUBT,Quantum Computing Inc.,Technology,Computer Hardware,NASDAQ,USD,12/31/24,2/1/07,19.3,12.31,224538254,137245004,2764,,,-153.5556,-40.6471,0,-18,233.33,1,-19,-14,0,-68,-62,0,-27,-22,0,-26,-23,,,,,,,,,-1900.0,,,,,,,,,,,-1400.0,,,,-37,-3700.0,-22,,-20,,-16,,0,21,-21,-2100.0,2,0,2,,1,0,1,,0,0,0,,31,3100.0,14,,17,,23,,1619,738,,2,,21,,,738.0,0.4558,0.0012,1.0131,0.0131,0.12,154,79,79,1,-78,46,-0.5065,,,0.513,0.0065,1.4259,0.4259,0.65,74,2,3,3,1,6,0.0135,,,0.027,0.0405,1.0882,0.0882,4.05,79,5,6,8,3,13,0.038,,,0.0633,0.1013,1.197,0.197,10.13
QURE,uniQure N.V.,Healthcare,Biotech,NASDAQ,USD,12/31/24,2/5/14,12.3,24.19,62529408,54729000,1513,94.5625,56.037,-7.6414,-6.3305,16,-198,6.7,16,-199,-117,27,-239,-160,15,-308,-253,106,-126,-108,524,330,,38,-125,,-62.79,-40.74,-1243.75,80.0,-885.19,-85.85,-2053.33,-79.77,-118.87,1278.95,62.98,,-328.95,-731.25,-592.59,-1686.67,-101.89,-178,-1112.5,-194,-718.52,-153,-1020.0,-162,-152.83,62,17,45,281.25,63,21,42,155.56,41,19,22,146.67,11,0,11,10.38,65,406.25,50,185.19,74,493.33,55,51.89,825,80,,63,,626,,,5.0,0.097,0.0764,4.1457,3.1457,7.64,557,159,390,66,-93,563,-0.167,-3.4444,5.8889,0.2855,0.1185,-92.8333,-93.8333,11.85,832,241,652,138,-103,624,-0.1238,-6.8667,16.0667,0.2897,0.1659,4.0,3.0,16.59,705,228,477,143,-85,229,-0.1206,-0.8019,2.1509,0.3234,0.2028,1.4811,0.4811,20.28
QXO,"QXO, Inc.",Technology,Software - Application,NYSE,USD,12/31/24,4/17/12,14.1,16.67,447166016,447166007,7454,1.0894,130.7719,-26.7168,266.2143,6842,-279,14785.35,6842,-279,260,57,28,52,54,-1,0,44,0,1,42,,,41,,,10.72,11903.51,-4.08,5.56,49.12,22.73,-1.85,4.76,0.0,2.44,,,,3.8,91.23,0.0,2.27,183,2.67,85,149.12,0,0.0,2,4.55,174,126,48,0.7,0,121,-121,-212.28,0,0,0,0.0,0,,0,0.0,1395,20.39,92,161.4,22,40.74,17,38.64,15887,2362,,3914,,6180,,,0.3452,0.1487,0.2464,1.6367,0.6367,24.64,5098,5068,0,1,-5068,45,-0.9941,-88.9123,88.9123,0.9941,0.0002,1.0089,0.0089,0.02,20,6,0,3,-4,13,-0.2,-0.0741,0.1111,0.3,0.15,2.8571,1.8571,15.0,21,8,0,2,-6,12,-0.2857,-0.1364,0.1818,0.381,0.0952,2.3333,1.3333,9.52
R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,NYSE,USD,12/31/24,1/2/80,46.4,244.0,41340800,41340803,10087,0.7951,0.7938,20.419,20.6278,12686,494,-0.06,12687,499,3329,12708,489,3275,11979,406,2728,12461,867,3275,9920,519,,8420,-122,,8.61,-0.17,3.93,6.09,3.85,-3.87,3.39,25.61,6.96,17.81,5.23,,-1.45,26.24,25.77,22.77,26.28,459,3.62,-418,-3.29,-881,-7.35,-321,-2.58,404,,404,3.18,386,,386,3.04,296,,296,2.47,228,,228,1.83,1470,11.59,1478,11.63,1421,11.86,1415,11.36,16387,198,,8680,,13335,,,0.0156,0.0121,0.5297,5.3693,4.3693,52.97,16672,154,2463,8885,8731,13555,0.5237,0.687,0.0121,0.0092,0.5329,5.3487,4.3487,53.29,15778,204,2265,8148,7944,12709,0.5035,0.6632,0.017,0.0129,0.5164,5.1411,4.1411,51.64,14395,267,2200,7084,6817,11458,0.4736,0.5471,0.0214,0.0185,0.4921,4.9013,3.9013,49.21
RACE,Ferrari N.V.,Consumer Discretionary,Auto Manufacturers,NYSE,EUR,12/31/24,10/21/15,10.6,348.24,178203008,178203009,62057,7.6851,9.2941,34.3997,40.7733,8075,1804,3.79,8076,1805,3127,6677,1522,2596,6419,1346,2466,5363,981,1841,5024,977,,3952,690,,9.95,20.95,22.35,4.02,22.79,19.69,20.97,6.75,18.29,27.13,19.45,,17.46,38.72,38.88,38.42,34.33,1589,19.68,938,14.05,848,13.21,599,11.17,46,23,24,0.3,43,33,9,0.13,31,27,3,0.05,26,4,22,0.41,726,8.99,603,9.03,497,7.74,450,8.39,11310,1725,,3388,,6712,,,0.2136,0.1525,0.2996,2.4598,1.4598,29.96,9497,1742,5398,3352,1731,5954,0.1823,0.2592,0.2609,0.1834,0.353,2.6805,1.6805,35.3,8657,1206,4286,2664,1457,5356,0.1683,0.227,0.1879,0.1393,0.3077,2.6225,1.6225,30.77,8175,1462,4161,2960,1498,5435,0.1832,0.2793,0.2726,0.1788,0.3621,2.9836,1.9836,36.21
RAL,Ralliant Corporation,Technology,Electronic Components,NYSE,USD,,,,61.55,111758072,,6879,3.3264,3.1921,-5.57,19.3775,2068,-1235,1.17,2069,-1222,-1069,2155,355,546,2156,417,540,2090,371,512,,,,,,,,-3.99,-59.06,-0.05,16.47,3.16,19.34,,17.75,,,,,-51.67,25.34,25.05,24.5,358,17.3,420,19.49,433,20.08,361,17.27,32,,32,1.55,0,,0,0.0,0,,0,0.0,,,,,617,29.82,552,25.61,446,20.69,419,20.05,3822,319,,1223,,2187,,,0.1542,0.0835,0.32,2.3376,1.3376,32.0,4719,0,,72,,957,,,0.0,0.0,0.0153,1.2544,0.2544,1.53,3061,,,47,,800,,,,,0.0154,1.3538,0.3538,1.54,,,,,,,,,,,,,,
RAMP,"LiveRamp Holdings, Inc.",Technology,Software - Infrastructure,NYSE,USD,3/31/24,12/14/83,42.4,37.7,65760700,65760700,2479,3.1182,3.7561,36.4559,206.5833,795,68,8.59,746,-1,40,660,12,46,596,-118,-69,528,-33,-39,443,-90,,380,,,14.21,13.03,-0.13,10.74,1.82,12.88,-19.8,19.19,-6.25,16.58,-20.32,,,5.36,6.97,-11.58,-7.39,155,20.78,103,15.61,35,5.87,74,14.02,0,18,-17,-2.28,,,,,,,,,,,,,340,45.58,305,46.21,327,54.87,287,54.36,1259,413,,36,,311,,,0.5536,0.328,0.0286,1.3281,0.3281,2.86,1231,337,602,42,-295,282,-0.2396,-0.447,0.5106,0.2738,0.0341,1.2972,0.2972,3.41,1173,464,715,47,-417,247,-0.3555,-0.6997,0.7785,0.3956,0.0401,1.2667,0.2667,4.01,1334,600,816,61,-539,271,-0.404,-1.0208,1.1364,0.4498,0.0457,1.2549,0.2549,4.57
RAPP,"Rapport Therapeutics, Inc.",Healthcare,Biotech,NASDAQ,USD,12/31/24,6/7/24,2.0,37.72,47792943,36497599,1803,,,-16.2432,-23.1154,,-111,,0,-111,-124,0,-78,-82,0,-34,-36,,,,,0,,,0,,,,,,,,,,,,,,,,,,,-88,,-67,,-28,,,,,14,,,,12,,,0,2,-2,,,,,,30,,22,,8,,,,512,53,,11,,28,,,,0.1035,0.0215,1.0579,0.0579,2.15,315,57,310,2,-55,10,-0.1746,,,0.181,0.0063,1.0328,0.0328,0.63,155,70,151,2,-68,181,-0.4387,,,0.4516,0.0129,-5.9615,-6.9615,1.29,32,31,31,,,42,,,,0.9688,,-3.2,-4.2,
